,dataname,description,lines,samples,startlat,startlon,latspace,lonspace,wavelength,gpslatitude,terrainheight,peglat,peglon,peghead,radardirection,time1,time2,phasesign,version,url,unw,geom
350,BigIsl_14907_16084-012_16084-014_0000d_s01_L090HH_01,"Big Island, HI",15855,11741,20.00471136,-155.9955342,-5.556e-05,5.556e-05,23.8403545,12494.9147,1603.29752,19.397547086,-155.73674504,148.95617253,Left,8-Oct-2016 11:03:43 UTC,8-Oct-2016 11:41:16 UTC,1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=BigIsl_14907_16084-012_16084-014_0000d_s01_L090_01,1,"POLYGON ((-155.99971675 19.86914304, -155.80286046 19.96783902, -155.35304232 19.25705945, -155.54223888 19.16125297, -155.99971675 19.86914304))"
351,eelriv_15801_18074-004_19002-007_0135d_s01_L090HH_01,"Eel River, CA",22996,15669,40.80543084,-124.02586572000001,-5.556e-05,5.556e-05,23.8403545,12494.8923,571.062233,40.085434835,-123.74468657,157.45218375,Left,9-Oct-2018 20:08:48 UTC,21-Feb-2019 21:18:23 UTC,-1.0,2.2,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=eelriv_15801_18074-004_19002-007_0135d_s01_L090_01,1,"POLYGON ((-124.01784336 40.69873686, -123.77178395 40.77716995, -123.16076691 39.63510274, -123.39033556 39.56194729, -124.01784336 40.69873686))"
352,SanAnd_07503_11047-001_12019-006_0290d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",15303,52283,34.930627560000005,-119.40449604000001,-5.556e-05,5.556e-05,23.8403545,12496.0635,788.156761,34.3631751,-117.948738,75.8624534,Left,8-Jul-2011 16:44:48 UTC,23-Apr-2012 21:57:23 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_07503_11047-001_12019-006_0290d_s01_L090_01,1,"POLYGON ((-116.55702917 34.89903361, -116.50514023 34.71797067, -119.34126285 34.10887488, -119.40264002 34.30314659, -116.55702917 34.89903361))"
353,irnton_01406_21016-003_21018-003_0007d_s01_L090HH_01,"Ironton, CO",8395,6467,38.1263832,-107.91402132,-5.556e-05,5.556e-05,23.8403545,12495.2715,3387.40627,37.873156318,-107.5747124,13.982682021,Left,3-Mar-2021 22:34:34 UTC,10-Mar-2021 22:02:04 UTC,-1.0,2.3,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=irnton_01406_21016-003_21018-003_0007d_s01_L090_01,1,"POLYGON ((-107.79545567 38.09297414, -107.56624829 38.05919504, -107.6671349 37.69724964, -107.91167102 37.72986239, -107.79545567 38.09297414))"
354,JapanV_02802_12092-006_13170-006_0400d_s01_L090HH_01,"Kyushu Volcanoes, Japan",12002,9682,32.2653588,130.63556112,-5.556e-05,5.556e-05,23.8403545,12495.853,446.326209,31.8830075,131.056648,27.9561202,Left,5-Oct-2012 05:02:06 UTC,9-Nov-2013 06:21:53 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=JapanV_02802_12092-006_13170-006_0400d_s01_L090_01,1,"POLYGON ((130.95165777 32.22895509, 131.15995874 32.15203862, 130.85741489 31.63939117, 130.63723142 31.71692562, 130.95165777 32.22895509))"
355,ChiVol_10608_14053-002_15029-002_0334d_s01_L090HH_01,Chile volcano,8390,17100,-35.83831128,-71.08496412000001,-5.556e-05,5.556e-05,23.8403545,12494.1728,2281.44601,-36.2059305,-70.6186974,106.412622,Left,28-Apr-2014 17:01:38 UTC,28-Mar-2015 17:14:57 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=ChiVol_10608_14053-002_15029-002_0334d_s01_L090_01,1,"POLYGON ((-71.07413554999999 -36.0386129, -71.01471177000001 -35.87403139, -70.13756364 -36.07904548, -70.19636307 -36.24873896, -71.07413554999999 -36.0386129))"
356,SanAnd_08513_10057-000_10071-013_0089d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",7472,42564,33.52668192,-117.43506072000001,-5.556e-05,5.556e-05,23.8403545,12497.474,324.59599,33.178979,-116.222377,85.6931578,Left,1-Jul-2010 19:39:57 UTC,28-Sep-2010 21:03:41 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_08513_10057-000_10071-013_0089d_s01_L090_01,1,"POLYGON ((-117.43385311 33.34241541, -115.08558708 33.49251282, -115.07247072 33.29728861, -117.41553061 33.1417866, -117.43385311 33.34241541))"
357,SanAnd_23511_17112-006_18072-009_0352d_s01_L090HH_01,"San Andreas Fault - North, CA",11689,16554,38.7358764,-122.51435592000001,-5.556e-05,5.556e-05,23.8403545,12495.1758,102.908596,38.520696683,-122.17846439,-125.2727231,Left,16-Oct-2017 22:46:04 UTC,3-Oct-2018 01:41:00 UTC,-1.0,2.3,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_23511_17112-006_18072-009_0352d_s01_L090_01,1,"POLYGON ((-121.74340346 38.70681177, -121.5943789 38.54400424, -122.36471111 38.11678557, -122.51382985 38.27780559, -121.74340346 38.70681177))"
358,SanAnd_08521_14004-001_14092-006_0153d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",7779,48174,34.16039928,-118.42425096000001,-5.556e-05,5.556e-05,23.8403545,12495.996,473.463616,33.8033437,-117.057458,85.768901,Left,22-Jan-2014 17:43:07 UTC,24-Jun-2014 21:57:13 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_08521_14004-001_14092-006_0153d_s01_L090_01,1,"POLYGON ((-118.42440195 33.95719766, -115.76420272 34.12335133, -115.74786962 33.93121372, -118.40169532 33.76016497, -118.42440195 33.95719766))"
359,fraser_23306_21007-003_21009-003_0007d_s01_L090HH_01,"Fraser, CO",9280,12136,40.16476848,-106.12432260000001,-5.556e-05,5.556e-05,23.8403545,12495.0806,3064.73186,39.999335126,-105.90255595,-126.90991419,Left,27-Jan-2021 19:30:23 UTC,3-Feb-2021 18:30:39 UTC,-1.0,2.3,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=fraser_23306_21007-003_21009-003_0007d_s01_L090_01,1,"POLYGON ((-105.5912155 40.12602367, -105.45606428 39.97842447, -105.97055862 39.67790273, -106.1102917 39.83101922, -105.5912155 40.12602367))"
360,SanAnd_23025_09009-000_09089-008_0262d_s01_L090HH_01,"Central San Andreas Fault, CA",14447,18574,37.26059172,-122.02131648000001,-5.556e-05,5.556e-05,23.8403545,12495.5314,119.328455,36.9516747,-121.642698,-130.29265,Left,26-Feb-2009 00:07:04 UTC,14-Nov-2009 01:19:32 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_23025_09009-000_09089-008_0262d_s01_L090_01,1,"POLYGON ((-121.14940072 37.23021461, -120.99489933 37.07263507, -121.85566879 36.48653624, -122.0156828 36.64960678, -121.14940072 37.23021461))"
361,SanAnd_08503_10027-003_11028-002_0401d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",5511,11788,32.91885552,-117.31088412000001,-5.556e-05,5.556e-05,23.8403545,12497.4851,250.306195,32.6213292,-116.959662,85.1779206,Left,12-Apr-2010 21:59:02 UTC,18-May-2011 17:23:11 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_08503_10027-003_11028-002_0401d_s01_L090_01,1,"POLYGON ((-117.31533035 32.84120856, -116.68199148 32.89018807, -116.65340135 32.69858561, -117.28363948 32.64165568, -117.31533035 32.84120856))"
362,gulfco_14018_11034-001_12053-010_0391d_s01_L090HH_01,"Gulf Coast, LA",21596,20590,30.357595080000003,-90.87176916,-5.556e-05,5.556e-05,23.8403545,12495.7878,-24.1378471,29.6491738,-90.4088542,140.260416,Left,7-Jun-2011 22:24:45 UTC,2-Jul-2012 19:31:35 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=gulfco_14018_11034-001_12053-010_0391d_s01_L090_01,1,"POLYGON ((-90.87046621 30.20012544, -90.69413087 30.32990264, -89.72940534 29.31455572, -89.9052377 29.1860049, -90.87046621 30.20012544))"
363,Icelnd_02001_14011-010_14014-006_0003d_s01_L090HH_01,"Hofsjokull Glacier, Iceland",13372,8647,65.11148628000001,-19.09736458,-5.556e-05,0.00011111,23.8403545,12496.1352,776.10032,64.7022899,-18.2945992,19.8923461,Left,1-Feb-2014 12:58:18 UTC,4-Feb-2014 12:02:33 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=Icelnd_02001_14011-010_14014-006_0003d_s01_L090_01,1,"POLYGON ((-18.5766359 65.08190129, -18.15145011 65.01691178, -18.66029106 64.39578748, -19.08702864 64.46125031, -18.5766359 65.08190129))"
364,gulfco_14014_15056-003_15058-003_0003d_s01_L090HH_01,"Gulf Coast, LA",22745,21625,30.154356600000003,-91.82323416000001,-5.556e-05,5.556e-05,23.8403545,12496.5625,-21.9283375,29.4113265,-91.3283383,140.274625,Left,6-May-2015 04:06:05 UTC,9-May-2015 15:52:39 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=gulfco_14014_15056-003_15058-003_0003d_s01_L090_01,1,"POLYGON ((-91.82295489000001 29.99796484, -91.64534669 30.1260427, -90.62276753 29.04680174, -90.79986674 28.91999158, -91.82295489000001 29.99796484))"
365,gulfco_09010_11038-001_12053-006_0375d_s01_L090HH_01,"Gulf Coast, LA",4675,25583,30.11257548,-90.84848952,-5.556e-05,5.556e-05,23.8403545,12496.4248,-23.2316671,29.8402038,-90.1370126,90.0425344,Left,23-Jun-2011 14:58:31 UTC,2-Jul-2012 17:46:04 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=gulfco_09010_11038-001_12053-006_0375d_s01_L090_01,1,"POLYGON ((-90.8482453 30.08381801, -89.42700323 30.08288396, -89.43044304 29.88212256, -90.84883322 29.88322215, -90.8482453 30.08381801))"
366,SanAnd_07503_09009-010_10032-001_0424d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",14733,49682,34.92879408,-119.26942968,-5.556e-05,5.556e-05,23.8403545,12496.2006,827.947758,34.3632647,-117.948324,75.8628187,Left,26-Feb-2009 04:30:05 UTC,26-Apr-2010 19:43:33 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_07503_09009-010_10032-001_0424d_s01_L090_01,1,"POLYGON ((-116.56892583 34.89657182, -116.51280037 34.71703251, -119.20256758 34.139494, -119.27009297 34.33340204, -116.56892583 34.89657182))"
367,SanAnd_23015_09009-002_09085-011_0243d_s01_L090HH_01,"Central San Andreas Fault, CA",13975,17714,36.532644600000005,-121.40854524000001,-5.556e-05,5.556e-05,23.8403545,12495.6438,554.327759,36.2369558,-121.048458,-130.271329,Left,26-Feb-2009 00:50:15 UTC,27-Oct-2009 01:57:56 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_23015_09009-002_09085-011_0243d_s01_L090_01,1,"POLYGON ((-120.57526057 36.49494683, -120.43031164 36.34197998, -121.24604593 35.78542912, -121.39066606 35.93601714, -120.57526057 36.49494683))"
368,SanAnd_26509_09015-005_09074-008_0150d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",6388,20616,33.28438476,-116.10434316000001,-5.556e-05,5.556e-05,23.8403545,12495.108,63.854326,33.2442263,-115.577446,-95.3457468,Left,24-Apr-2009 21:24:36 UTC,21-Sep-2009 21:45:09 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26509_09015-005_09074-008_0150d_s01_L090_01,1,"POLYGON ((-116.10390764 33.16427569, -114.98005595 33.24548877, -114.958276 33.04757728, -116.07887265 32.95960578, -116.10390764 33.16427569))"
369,CostaR_12003_14037-005_15020-007_0338d_s01_L090HH_02,Costa Rica Volcanoes,8196,8977,10.2499866,-84.12384048,-5.556e-05,5.556e-05,23.8403545,12495.3907,1596.7977,10.2835688,-84.6422967,119.854269,Left,10-Apr-2014 20:36:19 UTC,14-Mar-2015 14:43:52 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=CostaR_12003_14037-005_15020-007_0338d_s01_L090_02,1,"POLYGON ((-84.1184533 10.06052796, -84.02655002 10.21762902, -83.6288775 9.98744325, -83.72578962 9.82307239, -84.1184533 10.06052796))"
370,SanAnd_23515_09006-006_09091-003_0272d_s01_L090HH_01,"Northern San Andreas Fault, CA",18609,28933,39.19502424,-123.11557068,-5.556e-05,5.556e-05,23.8403545,12495.5961,145.204993,38.7953651,-122.429995,-125.467168,Left,18-Feb-2009 21:23:47 UTC,17-Nov-2009 23:59:53 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_23515_09006-006_09091-003_0272d_s01_L090_01,1,"POLYGON ((-121.65779054 39.16637125, -121.51091032 39.00216415, -122.96523918 38.19221522, -123.11440462 38.35528783, -121.65779054 39.16637125))"
371,ChiVol_15800_13046-007_15029-005_0733d_s01_L090HH_01,"Antuco Volcano, Chile",14768,10694,-37.2621474,-71.52538824,-5.556e-05,5.556e-05,23.8403545,12494.5953,1705.38375,-37.7493571,-71.3845351,157.793955,Left,25-Mar-2013 16:41:57 UTC,28-Mar-2015 18:01:40 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=ChiVol_15800_13046-007_15029-005_0733d_s01_L090_01,1,"POLYGON ((-71.51637203999999 -37.36286752, -71.29141737 -37.29206048, -70.93363909999999 -37.97749465, -71.14478009 -38.04534051, -71.51637203999999 -37.36286752))"
372,SanAnd_08507_11073-009_12083-006_0321d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",5517,11803,33.08992476,-117.3304968,-5.556e-05,5.556e-05,23.8403545,12495.8175,278.699622,32.7919214,-116.978469,85.1805363,Left,10-Nov-2011 19:55:23 UTC,26-Sep-2012 03:26:12 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_08507_11073-009_12083-006_0321d_s01_L090_01,1,"POLYGON ((-117.3340279 33.01190601, -116.6995201 33.06044268, -116.67451895 32.87546439, -117.30415376 32.81234688, -117.3340279 33.01190601))"
373,SDelta_23519_18079-003_18085-001_0028d_s01_L090HH_01,"Sacramento-San Joaquin Delta, CA",11295,15699,38.15060736,-121.96375632,-5.556e-05,5.556e-05,23.8403545,12495.3172,63.2370673,37.946719921,-121.65102186,-125.25589993,Left,30-Oct-2018 21:13:40 UTC,27-Nov-2018 18:34:52 UTC,-1.0,2.2,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SDelta_23519_18079-003_18085-001_0028d_s01_L090_01,1,"POLYGON ((-121.23089391 38.12695234, -121.09858675 37.95487395, -121.82019622 37.54899137, -121.95350791 37.71994901, -121.23089391 38.12695234))"
374,brazos_14938_17089-002_17090-009_0001d_s01_L090HH_01,"Brazos River, TX",25124,18917,30.37476312,-96.13007868000001,-5.556e-05,5.556e-05,23.8403545,12494.6712,7.54124495,29.569120208,-95.720647432,148.90078216,Left,2-Sep-2017 16:42:13 UTC,3-Sep-2017 18:32:36 UTC,-1.0,2.2,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=brazos_14938_17089-002_17090-009_0001d_s01_L090_01,1,"POLYGON ((-96.12806161 30.24302869, -95.93116218 30.34701642, -95.08091471 29.11070763, -95.27702374 29.00760006, -96.12806161 30.24302869))"
375,fraser_23307_20005-010_20008-007_0007d_s01_L090HH_01,"Fraser, CO",8396,10603,40.21982844,-106.08587508000001,-5.556e-05,5.556e-05,23.8403545,12494.9302,2961.87469,40.078102476,-105.9053694,-126.92170484,Left,12-Feb-2020 17:45:32 UTC,19-Feb-2020 18:18:54 UTC,-1.0,2.3,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=fraser_23307_20005-010_20008-007_0007d_s01_L090_01,1,"POLYGON ((-105.63787836 40.1771448, -105.50135807 40.03214079, -105.9306353 39.78287383, -106.07356935 39.93535377, -105.63787836 40.1771448))"
376,sanjac_14939_17087-008_17089-006_0002d_s01_L090HH_01,"San Jacinto River, TX",25121,18987,30.751237680000003,-95.57108952,-5.556e-05,5.556e-05,23.8403545,12494.9931,10.9327763,29.94543978,-95.159875424,148.90004481,Left,31-Aug-2017 19:38:51 UTC,2-Sep-2017 17:29:40 UTC,-1.0,2.2,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=sanjac_14939_17087-008_17089-006_0002d_s01_L090_01,1,"POLYGON ((-95.56811235000001 30.62025365, -95.37128839 30.72326073, -94.51790822 29.48721891, -94.71508941 29.3845649, -95.56811235000001 30.62025365))"
377,SanAnd_26512_11028-012_11078-006_0202d_s01_L090HH_01,"San Andreas Fault - Salton Trough, CA",8360,42571,33.45367608,-117.32377404,-5.556e-05,5.556e-05,23.8403545,12494.9008,340.864376,33.3636064,-116.196212,-95.6850682,Left,18-May-2011 20:06:15 UTC,6-Dec-2011 19:45:09 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_26512_11028-012_11078-006_0202d_s01_L090_01,1,"POLYGON ((-117.321453 33.22597676, -114.97867661 33.41625504, -114.95910735 33.21638147, -117.29657272 33.02331801, -117.321453 33.22597676))"
378,GalVol_07100_13036-004_13039-007_0005d_s01_L090HH_01,"Galapagos Islands, Ecuador",8395,12388,-0.5211528,-91.5320442,-5.556e-05,5.556e-05,23.8403545,12495.0537,376.169331,-0.889805256,-91.1353229,70.6846503,Left,9-Mar-2013 19:21:16 UTC,14-Mar-2013 17:51:27 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=GalVol_07100_13036-004_13039-007_0005d_s01_L090_01,1,"POLYGON ((-90.9107772 -0.55015118, -90.84424171000001 -0.7391157900000001, -91.46575481000001 -0.95854357, -91.5323016 -0.76944799, -90.9107772 -0.55015118))"
379,ChiVol_10608_13047-006_15029-002_0732d_s01_L090HH_01,Chile volcano,8388,17096,-35.83808904,-71.08590864,-5.556e-05,5.556e-05,23.8403545,12494.4711,2280.26914,-36.2059009,-70.6188269,106.413689,Left,26-Mar-2013 18:26:11 UTC,28-Mar-2015 17:14:56 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=ChiVol_10608_13047-006_15029-002_0732d_s01_L090_01,1,"POLYGON ((-71.07567649000001 -36.03836287, -71.01531029 -35.87381107, -70.13809648 -36.07891085, -70.19811026000001 -36.24856093, -71.07567649000001 -36.03836287))"
380,Salton_08524_12066-017_12131-002_0104d_s01_L090HH_01,"Salton Trough, Mexico",7320,32364,31.883106,-115.77587244,-5.556e-05,5.556e-05,23.8403545,12495.565,264.178176,31.5467188,-114.861509,84.8028864,Left,27-Jul-2012 07:14:20 UTC,8-Nov-2012 06:46:59 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=Salton_08524_12066-017_12131-002_0104d_s01_L090_01,1,"POLYGON ((-115.77565538 31.71569147, -113.99760685 31.84804691, -113.98029214 31.64326741, -115.75449937 31.52836703, -115.77565538 31.71569147))"
381,Slumgl_03501_13090-000_13092-000_0010d_s01_L090HH_01,"Slumgullion, CO",7351,7510,38.172498000000004,-107.44765068000001,-5.556e-05,5.556e-05,23.8403545,12495.139,3287.51944,37.9212839,-107.082719,34.9583136,Left,10-May-2013 17:37:30 UTC,20-May-2013 19:33:51 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=Slumgl_03501_13090-000_13092-000_0010d_s01_L090_01,1,"POLYGON ((-107.23649492 38.14114481, -107.03786504 38.03638234, -107.24488001 37.79709034, -107.44571896 37.9025135, -107.23649492 38.14114481))"
382,SanAnd_08525_17122-003_18076-003_0343d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",8158,56340,34.46297904,-119.2520394,-5.556e-05,5.556e-05,23.8403545,12495.3718,808.824345,34.098598131,-117.6529515,85.89949537,Left,2-Nov-2017 19:58:22 UTC,11-Oct-2018 23:00:58 UTC,-1.0,2.3,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_08525_17122-003_18076-003_0343d_s01_L090_01,1,"POLYGON ((-119.25043657 34.23862447, -116.1353595 34.42819486, -116.12485146 34.23625118, -119.23332713 34.03817019, -119.25043657 34.23862447))"
383,ivotuk_03111_17067-008_17097-010_0088d_s01_L090HH_01,Ivotuk Legacy Line,20106,18131,69.02629944000002,-156.89920877,-5.556e-05,0.00011111,23.8403545,12495.7444,632.990269,68.419418896,-155.56444376,30.592281378,Left,19-Jun-2017 22:01:51 UTC,15-Sep-2017 21:46:17 UTC,-1.0,2.2,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=ivotuk_03111_17067-008_17097-010_0088d_s01_L090_01,1,"POLYGON ((-155.37917997 68.99556146, -154.89689949 68.89350621, -156.4381895 67.94412016, -156.89345978 68.03878258, -155.37917997 68.99556146))"
384,SanAnd_23517_14068-010_16034-022_0666d_s01_L090HH_01,"San Andreas Fault - North, CA",18598,28969,39.33497988,-123.24130296000001,-5.556e-05,5.556e-05,23.8403545,12495.5084,233.529987,38.9355254,-122.554917,-125.469409,Left,29-May-2014 21:39:14 UTC,25-Mar-2016 20:38:50 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_23517_14068-010_16034-022_0666d_s01_L090_01,1,"POLYGON ((-121.77858993 39.30803062, -121.63638505 39.14106016, -123.09274183 38.33203876, -123.23703784 38.4976447, -121.77858993 39.30803062))"
385,SanAnd_08521_13102-006_14004-001_0236d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",7778,48176,34.16062152,-118.42008396000001,-5.556e-05,5.556e-05,23.8403545,12495.9648,474.243779,33.8033353,-117.057591,85.7689169,Left,31-May-2013 00:31:37 UTC,22-Jan-2014 17:43:08 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_08521_13102-006_14004-001_0236d_s01_L090_01,1,"POLYGON ((-118.42078291 33.95746841, -115.76054565 34.12352921, -115.74306739 33.93143815, -118.39684398 33.76067377, -118.42078291 33.95746841))"
386,SanAnd_08529_12134-006_13096-006_0194d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",8136,57444,34.78850508,-119.49700344,-5.556e-05,5.556e-05,23.8403545,12495.6646,790.359149,34.4258948,-117.86902,85.9251603,Left,15-Nov-2012 18:21:50 UTC,28-May-2013 18:18:33 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_08529_12134-006_13096-006_0194d_s01_L090_01,1,"POLYGON ((-116.32179159 34.75536589, -116.30549234 34.57210665, -119.47210003 34.36482807, -119.4996553 34.56961429, -116.32179159 34.75536589))"
387,ChiVol_00700_14051-018_15030-010_0338d_s01_L090HH_01,Chile volcano line,16940,7602,-39.21352572,-72.16171692,-5.556e-05,5.556e-05,23.8403545,12495.0844,897.247569,-39.6828656,-71.7716223,7.52055016,Left,26-Apr-2014 20:55:38 UTC,30-Mar-2015 17:48:47 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=ChiVol_00700_14051-018_15030-010_0338d_s01_L090_01,1,"POLYGON ((-72.00466081 -39.24625648, -71.76292596 -39.26186196, -71.90366876 -40.11860891, -72.15901678 -40.10415062, -72.00466081 -39.24625648))"
388,SanAnd_23517_11072-001_12018-001_0163d_s01_L090HH_01,"Northern San Andreas Fault, CA",17742,27441,39.319978680000006,-123.18368724000001,-5.556e-05,5.556e-05,23.8403545,12495.0646,246.619743,38.93509,-122.5557,-125.469674,Left,8-Nov-2011 20:27:07 UTC,19-Apr-2012 17:11:43 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_23517_11072-001_12018-001_0163d_s01_L090_01,1,"POLYGON ((-121.8043056 39.29372537, -121.66440064 39.12582625, -123.03570267 38.36379402, -123.17390644 38.52419504, -121.8043056 39.29372537))"
389,BigIsl_14907_16083-003_16083-005_0000d_s01_L090HH_01,"Big Island, HI",15881,11758,20.005767000000002,-155.99625648,-5.556e-05,5.556e-05,23.8403545,12494.9656,1603.31627,19.397490812,-155.73670803,148.95663281,Left,6-Oct-2016 20:09:18 UTC,6-Oct-2016 20:46:24 UTC,1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=BigIsl_14907_16083-003_16083-005_0000d_s01_L090_01,1,"POLYGON ((-156.00204912 19.87206485, -155.80314515 19.96830459, -155.35248283 19.25612776, -155.54310019 19.16356506, -156.00204912 19.87206485))"
390,SanAnd_08525_10085-005_11047-003_0213d_s01_L090HH_01,"San Andreas Fault - LA Basin, CA",8213,57216,34.463923560000005,-119.2809306,-5.556e-05,5.556e-05,23.8403545,12496.5482,800.650393,34.0984753,-117.655018,85.8984278,Left,7-Dec-2010 01:26:15 UTC,8-Jul-2011 17:49:47 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=SanAnd_08525_10085-005_11047-003_0213d_s01_L090_01,1,"POLYGON ((-116.11644779 34.42893341, -116.10355364 34.23657503, -119.25961403 34.03630438, -119.28017311 34.23643589, -116.11644779 34.42893341))"
391,ChiVol_02303_13045-004_15031-003_0738d_s01_L090HH_01,"Cordon del Azufre Volcano, Chile/Argentina",17395,10761,-24.903492120000003,-68.83972896,-5.556e-05,5.556e-05,23.8403545,12494.7198,4561.41252,-25.430006994,-68.413483443,23.524656429,Left,24-Mar-2013 15:09:12 UTC,1-Apr-2015 16:10:34 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=ChiVol_02303_13045-004_15031-003_0738d_s01_L090_01,1,"POLYGON ((-68.4389504 -24.93623132, -68.25213312 -25.00046657, -68.64054336 -25.83456957, -68.83558994000001 -25.76848654, -68.4389504 -24.93623132))"
392,gulfco_14013_15056-000_15058-001_0003d_s01_L090HH_01,"Gulf Coast, LA",22740,21638,30.234085200000003,-91.44359268000001,-5.556e-05,5.556e-05,23.8403545,12496.2377,-22.4681626,29.4920193,-90.9491112,140.275129,Left,6-May-2015 02:58:15 UTC,9-May-2015 15:06:49 UTC,-1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=gulfco_14013_15056-000_15058-001_0003d_s01_L090_01,1,"POLYGON ((-91.44289885000001 30.07728089, -91.26560685 30.20597068, -90.24263741 29.12711351, -90.41934023 28.99975305, -91.44289885000001 30.07728089))"
393,gulfco_14032_15057-000_15057-010_0000d_s01_L090HH_01,"Gulf Coast, LA",9632,9220,29.722155360000002,-91.70144664,-5.556e-05,5.556e-05,23.8403545,12498.1276,-25.9941644,29.3499542,-91.5603937,139.955231,Left,8-May-2015 11:24:13 UTC,8-May-2015 13:44:53 UTC,1.0,2.0,http://uavsar.jpl.nasa.gov/cgi-bin/product.pl?jobName=gulfco_14032_15057-000_15057-010_0000d_s01_L090_01,1,"POLYGON ((-91.70152661 29.56537911, -91.5245972 29.69362463, -91.19000864 29.34418662, -91.36674979 29.21637578, -91.70152661 29.56537911))"
